trial,seed,veto_fraction,q_weak_threshold,lambda,delta,operator,policy_violation_rate,predictive_utility,kendall_tau,jaccard_top_k
237,279,0.2,0.25,0.5,0.3,linear,0.0,0.749709741723008,0.7961725830698997,1.0
237,279,0.2,0.25,0.5,0.3,geometric,0.0,0.7503622958323255,0.969487072560467,1.0
237,279,0.2,0.25,0.5,0.3,min,0.0,0.7403340592719833,0.9985154295246036,1.0
237,279,0.2,0.25,0.75,0.0,linear,0.08,0.8512662809462364,1.0,1.0
237,279,0.2,0.25,0.75,0.0,geometric,0.0,0.8187972836553814,0.9999999999999999,1.0
237,279,0.2,0.25,0.75,0.0,min,0.0,0.7403340592719833,0.9999999999999999,1.0
237,279,0.2,0.25,0.75,0.05,linear,0.21,0.8753342017146687,0.9479781059326732,0.7543859649122807
237,279,0.2,0.25,0.75,0.05,geometric,0.0,0.8203576438256647,0.9868140116763968,0.9801980198019802
237,279,0.2,0.25,0.75,0.05,min,0.0,0.7403340592719833,0.9989949958298582,1.0
237,279,0.2,0.25,0.75,0.1,linear,0.29,0.8803924892263975,0.8990657851892918,0.5748031496062992
237,279,0.2,0.25,0.75,0.1,geometric,0.0,0.8220261520714134,0.9731776480400333,0.9607843137254902
237,279,0.2,0.25,0.75,0.1,min,0.0,0.7403340592719833,0.9986030025020849,1.0
237,279,0.2,0.25,0.75,0.15,linear,0.24,0.8697700062336499,0.8551200668861597,0.5503875968992248
237,279,0.2,0.25,0.75,0.15,geometric,0.0,0.8220261520714134,0.9592535446205168,0.9607843137254902
237,279,0.2,0.25,0.75,0.15,min,0.0,0.7403340592719833,0.9985154295246036,1.0
237,279,0.2,0.25,0.75,0.2,linear,0.2,0.8611514647340138,0.8160488944950581,0.5503875968992248
237,279,0.2,0.25,0.75,0.2,geometric,0.0,0.8232687000746804,0.9454920767306086,0.9230769230769231
237,279,0.2,0.25,0.75,0.2,min,0.0,0.7403340592719833,0.9985154295246036,1.0
237,279,0.2,0.25,0.75,0.25,linear,0.12,0.842506418918971,0.7791172922302869,0.5503875968992248
237,279,0.2,0.25,0.75,0.25,geometric,0.0,0.8232687000746803,0.9322894078398664,0.9230769230769231
237,279,0.2,0.25,0.75,0.25,min,0.0,0.7403340592719833,0.9985154295246036,1.0
237,279,0.2,0.25,0.75,0.3,linear,0.05,0.8272128332607579,0.747547212402855,0.5267175572519084
237,279,0.2,0.25,0.75,0.3,geometric,0.0,0.8232687000746803,0.9191242702251875,0.9230769230769231
237,279,0.2,0.25,0.75,0.3,min,0.0,0.7403340592719833,0.9985154295246036,1.0
237,279,0.2,0.25,0.9,0.0,linear,0.51,0.9123991288632495,1.0,1.0
237,279,0.2,0.25,0.9,0.0,geometric,0.0,0.8450173787611317,0.9999999999999999,1.0
237,279,0.2,0.25,0.9,0.0,min,0.0,0.7403340592719833,0.9999999999999999,1.0
237,279,0.2,0.25,0.9,0.05,linear,0.64,0.9181481421318649,0.9552176060595006,0.7543859649122807
237,279,0.2,0.25,0.9,0.05,geometric,0.0,0.8459932124136991,0.9828356964136779,0.941747572815534
237,279,0.2,0.25,0.9,0.05,min,0.0,0.7403340592719833,0.9989949958298582,1.0
237,279,0.2,0.25,0.9,0.1,linear,0.77,0.9156957708900976,0.9149876771263187,0.5748031496062992
237,279,0.2,0.25,0.9,0.1,geometric,0.0,0.8479461250083266,0.9658215179316095,0.8691588785046729
237,279,0.2,0.25,0.9,0.1,min,0.0,0.7403340592719833,0.9986030025020849,1.0
237,279,0.2,0.25,0.9,0.15,linear,0.8,0.9096586022101616,0.8795598172443838,0.5037593984962406
237,279,0.2,0.25,0.9,0.15,geometric,0.0,0.84716657434529,0.9492618849040865,0.8018018018018018
237,279,0.2,0.25,0.9,0.15,min,0.0,0.7403340592719833,0.9985154295246036,1.0
237,279,0.2,0.25,0.9,0.2,linear,0.75,0.8904965278396686,0.8467293623435245,0.36054421768707484
237,279,0.2,0.25,0.9,0.2,geometric,0.0,0.8412064401058855,0.9327564637197664,0.680672268907563
237,279,0.2,0.25,0.9,0.2,min,0.0,0.7403340592719833,0.9985154295246036,1.0
237,279,0.2,0.25,0.9,0.25,linear,0.7,0.8645755621852755,0.8167402639285936,0.27388535031847133
237,279,0.2,0.25,0.9,0.25,geometric,0.0,0.835659313172752,0.9171893244370307,0.6260162601626016
237,279,0.2,0.25,0.9,0.25,min,0.0,0.7403340592719833,0.9985154295246036,1.0
237,279,0.2,0.25,0.9,0.3,linear,0.61,0.8475094786016669,0.7893864227743406,0.2422360248447205
237,279,0.2,0.25,0.9,0.3,geometric,0.0,0.8209954154532649,0.9028190158465387,0.5151515151515151
237,279,0.2,0.25,0.9,0.3,min,0.0,0.7403340592719833,0.9985154295246036,1.0
238,280,0.2,0.25,0.5,0.0,linear,0.0,0.7533563667424653,1.0,1.0
238,280,0.2,0.25,0.5,0.0,geometric,0.0,0.7494403642771904,0.9999999999999999,1.0
238,280,0.2,0.25,0.5,0.0,min,0.0,0.7323026902095734,0.9999999999999999,1.0
238,280,0.2,0.25,0.5,0.05,linear,0.0,0.7533563667424653,0.9630577284313635,1.0
238,280,0.2,0.25,0.5,0.05,geometric,0.0,0.7494403642771904,0.9944161801501249,1.0
238,280,0.2,0.25,0.5,0.05,min,0.0,0.7323026902095734,0.9989574645537947,1.0
238,280,0.2,0.25,0.5,0.1,linear,0.0,0.7533563667424653,0.9235788875980552,1.0
238,280,0.2,0.25,0.5,0.1,geometric,0.0,0.7494403642771904,0.9887447873227689,1.0
238,280,0.2,0.25,0.5,0.1,min,0.0,0.7323026902095734,0.9984195162635529,1.0
238,280,0.2,0.25,0.5,0.15,linear,0.0,0.7533563667424653,0.884661708350999,1.0
238,280,0.2,0.25,0.5,0.15,geometric,0.0,0.7494403642771904,0.9826814011676395,1.0
238,280,0.2,0.25,0.5,0.15,min,0.0,0.7323026902095734,0.9981359466221851,1.0
238,280,0.2,0.25,0.5,0.2,linear,0.0,0.7533563667424653,0.8466248909586064,1.0
238,280,0.2,0.25,0.5,0.2,geometric,0.0,0.7494403642771904,0.9765387823185987,1.0
238,280,0.2,0.25,0.5,0.2,min,0.0,0.7323026902095734,0.9981192660550458,1.0
238,280,0.2,0.25,0.5,0.25,linear,0.0,0.7533563667424653,0.8094521339137901,1.0
238,280,0.2,0.25,0.5,0.25,geometric,0.0,0.7494403642771904,0.9704420350291909,1.0
238,280,0.2,0.25,0.5,0.25,min,0.0,0.7323026902095734,0.9981192660550458,1.0
238,280,0.2,0.25,0.5,0.3,linear,0.0,0.7533563667424653,0.7759438906324085,1.0
238,280,0.2,0.25,0.5,0.3,geometric,0.0,0.7494403642771904,0.964462051709758,1.0
238,280,0.2,0.25,0.5,0.3,min,0.0,0.7323026902095734,0.9981192660550458,1.0
238,280,0.2,0.25,0.75,0.0,linear,0.08,0.8388106346023192,1.0,1.0
238,280,0.2,0.25,0.75,0.0,geometric,0.0,0.8110088589818986,0.9999999999999999,1.0
238,280,0.2,0.25,0.75,0.0,min,0.0,0.7323026902095734,0.9999999999999999,1.0
238,280,0.2,0.25,0.75,0.05,linear,0.22,0.8674990447787089,0.945399434427321,0.7391304347826086
238,280,0.2,0.25,0.75,0.05,geometric,0.0,0.8110088589818986,0.984370308590492,1.0
238,280,0.2,0.25,0.75,0.05,min,0.0,0.7323026902095734,0.9989574645537947,1.0
238,280,0.2,0.25,0.75,0.1,linear,0.4,0.8904792284421518,0.8929077827238063,0.47058823529411764
238,280,0.2,0.25,0.75,0.1,geometric,0.0,0.8110088589818986,0.9685112593828189,1.0
238,280,0.2,0.25,0.75,0.1,min,0.0,0.7323026902095734,0.9984195162635529,1.0
238,280,0.2,0.25,0.75,0.15,linear,0.37,0.8768031979919406,0.8432240775909106,0.41843971631205673
238,280,0.2,0.25,0.75,0.15,geometric,0.0,0.8110088589818986,0.9523936613844869,1.0
238,280,0.2,0.25,0.75,0.15,min,0.0,0.7323026902095734,0.9981359466221851,1.0
238,280,0.2,0.25,0.75,0.2,linear,0.28,0.8568194671155623,0.7973893861435866,0.3986013986013986
238,280,0.2,0.25,0.75,0.2,geometric,0.0,0.8101509453681686,0.9361968306922434,0.9801980198019802
238,280,0.2,0.25,0.75,0.2,min,0.0,0.7323026902095734,0.9981192660550458,1.0
238,280,0.2,0.25,0.75,0.25,linear,0.2,0.8400556624340143,0.7554140989666766,0.3793103448275862
238,280,0.2,0.25,0.75,0.25,geometric,0.0,0.8101509453681685,0.9206422018348622,0.9801980198019802
238,280,0.2,0.25,0.75,0.25,min,0.0,0.7323026902095734,0.9981192660550458,1.0
238,280,0.2,0.25,0.75,0.3,linear,0.13,0.8250209830893176,0.7191360453959691,0.3698630136986301
238,280,0.2,0.25,0.75,0.3,geometric,0.0,0.8099846562910978,0.905671392827356,0.941747572815534
238,280,0.2,0.25,0.75,0.3,min,0.0,0.7323026902095734,0.9981192660550458,1.0
238,280,0.2,0.25,0.9,0.0,linear,0.44,0.9007348019519428,1.0,1.0
238,280,0.2,0.25,0.9,0.0,geometric,0.0,0.8369891290212407,0.9999999999999999,1.0
238,280,0.2,0.25,0.9,0.0,min,0.0,0.7323026902095734,0.9999999999999999,1.0
238,280,0.2,0.25,0.9,0.05,linear,0.61,0.9064367061123029,0.9513576070980727,0.680672268907563
238,280,0.2,0.25,0.9,0.05,geometric,0.0,0.8407332678929126,0.9792618849040865,0.9230769230769231
238,280,0.2,0.25,0.9,0.05,min,0.0,0.7323026902095734,0.9989574645537947,1.0
238,280,0.2,0.25,0.9,0.1,linear,0.71,0.9049166836251707,0.9069992622591079,0.5267175572519084
238,280,0.2,0.25,0.9,0.1,geometric,0.0,0.8411144915064555,0.958690575479566,0.8867924528301887
238,280,0.2,0.25,0.9,0.1,min,0.0,0.7323026902095734,0.9984195162635529,1.0
238,280,0.2,0.25,0.9,0.15,linear,0.8,0.9004613232181087,0.8662708497552294,0.42857142857142855
238,280,0.2,0.25,0.9,0.15,geometric,0.0,0.8407245091050228,0.93778565471226,0.7543859649122807
238,280,0.2,0.25,0.9,0.15,min,0.0,0.7323026902095734,0.9981359466221851,1.0
238,280,0.2,0.25,0.9,0.2,linear,0.79,0.8800593428608007,0.8279900191124899,0.2987012987012987
238,280,0.2,0.25,0.9,0.2,geometric,0.0,0.83691153629679,0.917927439532944,0.639344262295082
238,280,0.2,0.25,0.9,0.2,min,0.0,0.7323026902095734,0.9981192660550458,1.0
238,280,0.2,0.25,0.9,0.25,linear,0.72,0.8563245043833626,0.7938310074037496,0.21951219512195122
238,280,0.2,0.25,0.9,0.25,geometric,0.0,0.8281782902086182,0.8998498748957463,0.5503875968992248
238,280,0.2,0.25,0.9,0.25,min,0.0,0.7323026902095734,0.9981192660550458,1.0
238,280,0.2,0.25,0.9,0.3,linear,0.64,0.8295403191273709,0.7626187936106,0.15606936416184972
238,280,0.2,0.25,0.9,0.3,geometric,0.0,0.8152710986521504,0.8826021684737279,0.48148148148148145
238,280,0.2,0.25,0.9,0.3,min,0.0,0.7323026902095734,0.9981192660550458,1.0
239,281,0.2,0.25,0.5,0.0,linear,0.0,0.7586894649265858,1.0,1.0
239,281,0.2,0.25,0.5,0.0,geometric,0.0,0.7527401875059324,0.9999999999999999,1.0
239,281,0.2,0.25,0.5,0.0,min,0.0,0.7538722397448538,0.9999999999999999,1.0
239,281,0.2,0.25,0.5,0.05,linear,0.0,0.7586894649265858,0.9641833211797686,1.0
239,281,0.2,0.25,0.5,0.05,geometric,0.0,0.7527401875059324,0.9942910758965804,1.0
239,281,0.2,0.25,0.5,0.05,min,0.0,0.7538722397448538,0.998648874061718,1.0
239,281,0.2,0.25,0.5,0.1,linear,0.0,0.7586894649265858,0.9286525073922531,1.0
239,281,0.2,0.25,0.5,0.1,geometric,0.0,0.7527401875059324,0.9882777314428689,1.0
239,281,0.2,0.25,0.5,0.1,min,0.0,0.7538722397448538,0.9981442869057546,1.0
239,281,0.2,0.25,0.5,0.15,linear,0.0,0.7586894649265858,0.8954785824717325,1.0
239,281,0.2,0.25,0.5,0.15,geometric,0.0,0.7527401875059324,0.9824979149291074,1.0
239,281,0.2,0.25,0.5,0.15,min,0.0,0.7538722397448538,0.9975854879065886,1.0
239,281,0.2,0.25,0.5,0.2,linear,0.0,0.7586894649265858,0.8615885473150382,1.0
239,281,0.2,0.25,0.5,0.2,geometric,0.0,0.7527401875059324,0.9764678899082567,1.0
239,281,0.2,0.25,0.5,0.2,min,0.0,0.7538722397448538,0.9973811509591325,1.0
239,281,0.2,0.25,0.5,0.25,linear,0.0,0.7586894649265858,0.8304257951913183,1.0
239,281,0.2,0.25,0.5,0.25,geometric,0.0,0.7527401875059324,0.970879899916597,1.0
239,281,0.2,0.25,0.5,0.25,min,0.0,0.7538722397448538,0.9973811509591325,1.0
239,281,0.2,0.25,0.5,0.3,linear,0.0,0.7586894649265858,0.803838228305569,1.0
239,281,0.2,0.25,0.5,0.3,geometric,0.0,0.7527401875059324,0.9658173477898246,1.0
239,281,0.2,0.25,0.5,0.3,min,0.0,0.7538722397448538,0.9973811509591325,1.0
239,281,0.2,0.25,0.75,0.0,linear,0.06,0.842111961774223,1.0,1.0
239,281,0.2,0.25,0.75,0.0,geometric,0.0,0.8150469578999463,0.9999999999999999,1.0
239,281,0.2,0.25,0.75,0.0,min,0.0,0.7538722397448538,0.9999999999999999,1.0
239,281,0.2,0.25,0.75,0.05,linear,0.24,0.8755702227417127,0.9451296760625068,0.6949152542372882
239,281,0.2,0.25,0.75,0.05,geometric,0.0,0.8150469578999463,0.985437864887406,1.0
239,281,0.2,0.25,0.75,0.05,min,0.0,0.7538722397448538,0.998648874061718,1.0
239,281,0.2,0.25,0.75,0.1,linear,0.22,0.8745092658753519,0.8950427676186281,0.5625
239,281,0.2,0.25,0.75,0.1,geometric,0.0,0.8176798931553404,0.971321934945788,0.9801980198019802
239,281,0.2,0.25,0.75,0.1,min,0.0,0.7538722397448538,0.9981442869057546,1.0
239,281,0.2,0.25,0.75,0.15,linear,0.11,0.8565622800237367,0.8482544467665927,0.5384615384615384
239,281,0.2,0.25,0.75,0.15,geometric,0.0,0.8176798931553404,0.9575437864887405,0.9801980198019802
239,281,0.2,0.25,0.75,0.15,min,0.0,0.7538722397448538,0.9975854879065886,1.0
239,281,0.2,0.25,0.75,0.2,linear,0.07,0.8499132471501839,0.8077734295954552,0.5384615384615384
239,281,0.2,0.25,0.75,0.2,geometric,0.0,0.8180145834355304,0.94383236030025,0.9607843137254902
239,281,0.2,0.25,0.75,0.2,min,0.0,0.7538722397448538,0.9973811509591325,1.0
239,281,0.2,0.25,0.75,0.25,linear,0.0,0.836157278967502,0.770056074491832,0.5037593984962406
239,281,0.2,0.25,0.75,0.25,geometric,0.0,0.8191635872176668,0.9307464553794829,0.941747572815534
239,281,0.2,0.25,0.75,0.25,min,0.0,0.7538722397448538,0.9973811509591325,1.0
239,281,0.2,0.25,0.75,0.3,linear,0.0,0.8304397140470654,0.7404662778680332,0.48148148148148145
239,281,0.2,0.25,0.75,0.3,geometric,0.0,0.8193086230141763,0.9183152627189323,0.9230769230769231
239,281,0.2,0.25,0.75,0.3,min,0.0,0.7538722397448538,0.9973811509591325,1.0
239,281,0.2,0.25,0.9,0.0,linear,0.54,0.918337642324603,1.0,1.0
239,281,0.2,0.25,0.9,0.0,geometric,0.0,0.8423145008133681,0.9999999999999999,1.0
239,281,0.2,0.25,0.9,0.0,min,0.0,0.7538722397448538,0.9999999999999999,1.0
239,281,0.2,0.25,0.9,0.05,linear,0.6,0.9235540037785939,0.9540558162403917,0.8018018018018018
239,281,0.2,0.25,0.9,0.05,geometric,0.0,0.8458427935382988,0.9814553794829023,0.9047619047619048
239,281,0.2,0.25,0.9,0.05,min,0.0,0.7538722397448538,0.998648874061718,1.0
239,281,0.2,0.25,0.9,0.1,linear,0.69,0.9228126698561172,0.9132350116359196,0.6260162601626016
239,281,0.2,0.25,0.9,0.1,geometric,0.0,0.8481685376926843,0.9632819015846538,0.7543859649122807
239,281,0.2,0.25,0.9,0.1,min,0.0,0.7538722397448538,0.9981442869057546,1.0
239,281,0.2,0.25,0.9,0.15,linear,0.79,0.9137247252265621,0.8757338872573142,0.45985401459854014
239,281,0.2,0.25,0.9,0.15,geometric,0.0,0.8466486332518631,0.9451751459549623,0.7094017094017094
239,281,0.2,0.25,0.9,0.15,min,0.0,0.7538722397448538,0.9975854879065886,1.0
239,281,0.2,0.25,0.9,0.2,linear,0.7,0.8873317158054291,0.8396049970898333,0.2903225806451613
239,281,0.2,0.25,0.9,0.2,geometric,0.0,0.8425931224517254,0.9283944954128439,0.6260162601626016
239,281,0.2,0.25,0.9,0.2,min,0.0,0.7538722397448538,0.9973811509591325,1.0
239,281,0.2,0.25,0.9,0.25,linear,0.62,0.8645641576113816,0.808051343374728,0.2345679012345679
239,281,0.2,0.25,0.9,0.25,geometric,0.0,0.8394563877770093,0.9125020850708923,0.5748031496062992
239,281,0.2,0.25,0.9,0.25,min,0.0,0.7538722397448538,0.9973811509591325,1.0
239,281,0.2,0.25,0.9,0.3,linear,0.54,0.8449571282220044,0.780261556240957,0.19760479041916168
239,281,0.2,0.25,0.9,0.3,geometric,0.0,0.8329121995607242,0.8978523769808172,0.5267175572519084
239,281,0.2,0.25,0.9,0.3,min,0.0,0.7538722397448538,0.9973811509591325,1.0
240,282,0.2,0.25,0.5,0.0,linear,0.0,0.7730203416448116,1.0,1.0
240,282,0.2,0.25,0.5,0.0,geometric,0.0,0.7715452723787317,0.9999999999999999,1.0
240,282,0.2,0.25,0.5,0.0,min,0.0,0.7556212232936673,0.9999999999999999,1.0
240,282,0.2,0.25,0.5,0.05,linear,0.0,0.7730203416448116,0.9643915577384271,1.0
240,282,0.2,0.25,0.5,0.05,geometric,0.0,0.7715452723787317,0.9950375312760632,1.0
240,282,0.2,0.25,0.5,0.05,min,0.0,0.7556212232936673,0.9987864887406169,1.0
240,282,0.2,0.25,0.5,0.1,linear,0.0,0.7730203416448116,0.9281308365512229,1.0
240,282,0.2,0.25,0.5,0.1,geometric,0.0,0.7715452723787317,0.9896455379482901,1.0
240,282,0.2,0.25,0.5,0.1,min,0.0,0.7556212232936673,0.9978273561301083,1.0
240,282,0.2,0.25,0.5,0.15,linear,0.0,0.7730203416448116,0.8919450345027211,1.0
240,282,0.2,0.25,0.5,0.15,geometric,0.0,0.7715452723787317,0.984462051709758,1.0
240,282,0.2,0.25,0.5,0.15,min,0.0,0.7556212232936673,0.9973936613844869,1.0
240,282,0.2,0.25,0.5,0.2,linear,0.0,0.7730203416448116,0.8568967379305404,1.0
240,282,0.2,0.25,0.5,0.2,geometric,0.0,0.7715452723787317,0.979136780650542,1.0
240,282,0.2,0.25,0.5,0.2,min,0.0,0.7556212232936673,0.9973936613844869,1.0
240,282,0.2,0.25,0.5,0.25,linear,0.0,0.7730203416448116,0.8273620048588913,1.0
240,282,0.2,0.25,0.5,0.25,geometric,0.0,0.7715452723787317,0.9738532110091741,1.0
240,282,0.2,0.25,0.5,0.25,min,0.0,0.7556212232936673,0.9973936613844869,1.0
240,282,0.2,0.25,0.5,0.3,linear,0.0,0.7730203416448116,0.797390940022075,1.0
240,282,0.2,0.25,0.5,0.3,geometric,0.0,0.7715452723787317,0.9685654712260214,1.0
240,282,0.2,0.25,0.5,0.3,min,0.0,0.7556212232936673,0.9973936613844869,1.0
240,282,0.2,0.25,0.75,0.0,linear,0.06,0.8453299894017801,1.0,1.0
240,282,0.2,0.25,0.75,0.0,geometric,0.0,0.8240672067493457,0.9999999999999999,1.0
240,282,0.2,0.25,0.75,0.0,min,0.0,0.7556212232936673,0.9999999999999999,1.0
240,282,0.2,0.25,0.75,0.05,linear,0.23,0.8826450385954243,0.9488539068231318,0.6949152542372882
240,282,0.2,0.25,0.75,0.05,geometric,0.0,0.8240672067493457,0.9874520433694745,1.0
240,282,0.2,0.25,0.75,0.05,min,0.0,0.7556212232936673,0.9987864887406169,1.0
240,282,0.2,0.25,0.75,0.1,linear,0.28,0.8902822420542428,0.9006720674707177,0.5873015873015873
240,282,0.2,0.25,0.75,0.1,geometric,0.0,0.8240672067493457,0.9743077564637197,1.0
240,282,0.2,0.25,0.75,0.1,min,0.0,0.7556212232936673,0.9978273561301083,1.0
240,282,0.2,0.25,0.75,0.15,linear,0.22,0.8751547411401539,0.8548726393590477,0.5625
240,282,0.2,0.25,0.75,0.15,geometric,0.0,0.8240672067493457,0.9606380316930775,1.0
240,282,0.2,0.25,0.75,0.15,min,0.0,0.7556212232936673,0.9973936613844869,1.0
240,282,0.2,0.25,0.75,0.2,linear,0.17,0.8620615223548058,0.8152113085497849,0.5503875968992248
240,282,0.2,0.25,0.75,0.2,geometric,0.0,0.8240672067493457,0.9473769808173477,1.0
240,282,0.2,0.25,0.75,0.2,min,0.0,0.7556212232936673,0.9973936613844869,1.0
240,282,0.2,0.25,0.75,0.25,linear,0.14,0.8553193774326766,0.7824572836848973,0.5503875968992248
240,282,0.2,0.25,0.75,0.25,geometric,0.0,0.8240672067493457,0.9342618849040867,1.0
240,282,0.2,0.25,0.75,0.25,min,0.0,0.7556212232936673,0.9973936613844869,1.0
240,282,0.2,0.25,0.75,0.3,linear,0.04,0.833428784341677,0.7488938089968508,0.5384615384615384
240,282,0.2,0.25,0.75,0.3,geometric,0.0,0.8240672067493457,0.9214637197664719,1.0
240,282,0.2,0.25,0.75,0.3,min,0.0,0.7556212232936673,0.9973936613844869,1.0
240,282,0.2,0.25,0.9,0.0,linear,0.46,0.9160706230913906,1.0,1.0
240,282,0.2,0.25,0.9,0.0,geometric,0.0,0.8483401215347444,0.9999999999999999,1.0
240,282,0.2,0.25,0.9,0.0,min,0.0,0.7556212232936673,0.9999999999999999,1.0
240,282,0.2,0.25,0.9,0.05,linear,0.57,0.9211651405222008,0.955625599528741,0.8018018018018018
240,282,0.2,0.25,0.9,0.05,geometric,0.0,0.8493109884173292,0.9824979149291074,0.9801980198019802
240,282,0.2,0.25,0.9,0.05,min,0.0,0.7556212232936673,0.9987864887406169,1.0
240,282,0.2,0.25,0.9,0.1,linear,0.68,0.9204869336175812,0.9160262193919926,0.6260162601626016
240,282,0.2,0.25,0.9,0.1,geometric,0.0,0.8496716160296461,0.9649124270225186,0.9047619047619048
240,282,0.2,0.25,0.9,0.1,min,0.0,0.7556212232936673,0.9978273561301083,1.0
240,282,0.2,0.25,0.9,0.15,linear,0.81,0.9120768611624457,0.8786475022177667,0.4492753623188406
240,282,0.2,0.25,0.9,0.15,geometric,0.0,0.8495298057346891,0.9473936613844869,0.8018018018018018
240,282,0.2,0.25,0.9,0.15,min,0.0,0.7556212232936673,0.9973936613844869,1.0
240,282,0.2,0.25,0.9,0.2,linear,0.76,0.8892789964214453,0.8447480670747266,0.30718954248366015
240,282,0.2,0.25,0.9,0.2,geometric,0.0,0.8457965508696357,0.9310884070058382,0.7391304347826086
240,282,0.2,0.25,0.9,0.2,min,0.0,0.7556212232936673,0.9973936613844869,1.0
240,282,0.2,0.25,0.9,0.25,linear,0.71,0.8750529864510558,0.815494733022781,0.27388535031847133
240,282,0.2,0.25,0.9,0.25,geometric,0.0,0.8374059522887357,0.9154587155963301,0.6528925619834711
240,282,0.2,0.25,0.9,0.25,min,0.0,0.7556212232936673,0.9973936613844869,1.0
240,282,0.2,0.25,0.9,0.3,linear,0.69,0.8588220125942634,0.7908992300212083,0.2345679012345679
240,282,0.2,0.25,0.9,0.3,geometric,0.0,0.8243345327140617,0.9003544620517095,0.5748031496062992
240,282,0.2,0.25,0.9,0.3,min,0.0,0.7556212232936673,0.9973936613844869,1.0
241,283,0.2,0.25,0.5,0.0,linear,0.0,0.7457071772924792,1.0,1.0
241,283,0.2,0.25,0.5,0.0,geometric,0.0,0.7515952181080925,0.9999999999999999,1.0
241,283,0.2,0.25,0.5,0.0,min,0.0,0.7353474526024761,0.9999999999999999,1.0
241,283,0.2,0.25,0.5,0.05,linear,0.0,0.7457071772924792,0.959756605782112,1.0
241,283,0.2,0.25,0.5,0.05,geometric,0.0,0.7515952181080925,0.9933110925771474,1.0
241,283,0.2,0.25,0.5,0.05,min,0.0,0.7353474526024761,0.9974353628023351,1.0
241,283,0.2,0.25,0.5,0.1,linear,0.0,0.7457071772924792,0.9184212920969564,1.0
241,283,0.2,0.25,0.5,0.1,geometric,0.0,0.7515952181080925,0.9863261050875728,1.0
241,283,0.2,0.25,0.5,0.1,min,0.0,0.7353474526024761,0.996413678065054,1.0
241,283,0.2,0.25,0.5,0.15,linear,0.0,0.7457071772924792,0.8796991446471514,1.0
241,283,0.2,0.25,0.5,0.15,geometric,0.0,0.7515952181080925,0.979391159299416,1.0
241,283,0.2,0.25,0.5,0.15,min,0.0,0.7353474526024761,0.9963135946622184,1.0
241,283,0.2,0.25,0.5,0.2,linear,0.0,0.7457071772924792,0.8402250249168918,1.0
241,283,0.2,0.25,0.5,0.2,geometric,0.0,0.7515952181080925,0.9723853211009172,1.0
241,283,0.2,0.25,0.5,0.2,min,0.0,0.7353474526024761,0.9963135946622184,1.0
241,283,0.2,0.25,0.5,0.25,linear,0.0,0.7457071772924792,0.8021398884973806,1.0
241,283,0.2,0.25,0.5,0.25,geometric,0.0,0.7515952181080925,0.9654003336113427,1.0
241,283,0.2,0.25,0.5,0.25,min,0.0,0.7353474526024761,0.9963135946622184,1.0
241,283,0.2,0.25,0.5,0.3,linear,0.0,0.7457071772924792,0.766961220750915,1.0
241,283,0.2,0.25,0.5,0.3,geometric,0.0,0.7515952181080925,0.9587656380316929,1.0
241,283,0.2,0.25,0.5,0.3,min,0.0,0.7353474526024761,0.9963135946622184,1.0
241,283,0.2,0.25,0.75,0.0,linear,0.17,0.8627472868042438,1.0,1.0
241,283,0.2,0.25,0.75,0.0,geometric,0.0,0.8179949374179982,0.9999999999999999,1.0
241,283,0.2,0.25,0.75,0.0,min,0.0,0.7353474526024761,0.9999999999999999,1.0
241,283,0.2,0.25,0.75,0.05,linear,0.31,0.8896237977815658,0.9494076381940951,0.7391304347826086
241,283,0.2,0.25,0.75,0.05,geometric,0.0,0.8179949374179982,0.9835654712260214,1.0
241,283,0.2,0.25,0.75,0.05,min,0.0,0.7353474526024761,0.9974353628023351,1.0
241,283,0.2,0.25,0.75,0.1,linear,0.36,0.8939609279193212,0.9028666215471306,0.5748031496062992
241,283,0.2,0.25,0.75,0.1,geometric,0.0,0.8179949374179982,0.9665888240200164,1.0
241,283,0.2,0.25,0.75,0.1,min,0.0,0.7353474526024761,0.996413678065054,1.0
241,283,0.2,0.25,0.75,0.15,linear,0.27,0.876553830648771,0.8580929081701164,0.4925373134328358
241,283,0.2,0.25,0.75,0.15,geometric,0.0,0.8179949374179982,0.9496330275229357,1.0
241,283,0.2,0.25,0.75,0.15,min,0.0,0.7353474526024761,0.9963135946622184,1.0
241,283,0.2,0.25,0.75,0.2,linear,0.19,0.8597982538550837,0.8181205262269099,0.48148148148148145
241,283,0.2,0.25,0.75,0.2,geometric,0.0,0.8179086981610381,0.9326772310258546,0.9607843137254902
241,283,0.2,0.25,0.75,0.2,min,0.0,0.7353474526024761,0.9963135946622184,1.0
241,283,0.2,0.25,0.75,0.25,linear,0.08,0.8405244334540463,0.778971844108215,0.45985401459854014
241,283,0.2,0.25,0.75,0.25,geometric,0.0,0.8189603035254778,0.9166763969974978,0.941747572815534
241,283,0.2,0.25,0.75,0.25,min,0.0,0.7353474526024761,0.9963135946622184,1.0
241,283,0.2,0.25,0.75,0.3,linear,0.02,0.8290699808315017,0.7469104780050078,0.45985401459854014
241,283,0.2,0.25,0.75,0.3,geometric,0.0,0.8195184082339169,0.9015763135946621,0.9047619047619048
241,283,0.2,0.25,0.75,0.3,min,0.0,0.7353474526024761,0.9963135946622184,1.0
241,283,0.2,0.25,0.9,0.0,linear,0.55,0.9235427433762371,1.0,1.0
